estimated_delivery_date,actual_delivery_date,carrier_name,shipping_cost,destination_country,delivery_time_days,on_time,route
2009-08-21,2009-08-21,Truck,2014.86,Zambia,0,1,Zambia
2009-08-24,2009-08-24,Air,4999.48,Uganda,0,1,Uganda
2009-09-08,2009-09-08,Air,6037.19,Côte d'Ivoire,0,1,Côte d'Ivoire
2009-09-11,2009-09-11,Air,6575.7,Uganda,0,1,Uganda
2009-10-19,2009-10-19,Truck,16339.98,Zambia,0,1,Zambia
2009-09-16,2009-09-16,Air,11005.67,Côte d'Ivoire,0,1,Côte d'Ivoire
2009-09-25,2009-09-25,Air,5678.7,Côte d'Ivoire,0,1,Côte d'Ivoire
2009-10-20,2009-10-20,Air Charter,9341.49,Nigeria,0,1,Nigeria
2009-10-20,2009-10-20,Air Charter,9341.49,Nigeria,0,1,Nigeria
2009-10-07,2009-10-07,Truck,1588.06,Mozambique,0,1,Mozambique
2009-11-07,2009-11-07,Air,4764.16,Mozambique,0,1,Mozambique
2009-10-12,2009-10-12,Air,749.25,Uganda,0,1,Uganda
2009-10-20,2009-10-20,Air,523.45,Ethiopia,0,1,Ethiopia
2009-12-18,2009-12-18,Air,33279.39,Nigeria,0,1,Nigeria
2009-10-29,2009-10-29,Truck,4897.42,Zambia,0,1,Zambia
2009-11-26,2009-11-26,Air,4702.02,Ethiopia,0,1,Ethiopia
2007-03-08,2007-03-08,Air,6012.0,Guyana,0,1,Guyana
2007-05-04,2007-05-04,Air,596.4,Mozambique,0,1,Mozambique
2007-05-08,2007-05-08,Air,977.64,Haiti,0,1,Haiti
2007-06-26,2007-06-26,Air,1848.37,Zambia,0,1,Zambia
2007-07-06,2007-07-06,Air,6834.0,Tanzania,0,1,Tanzania
2007-10-15,2007-10-15,Truck,952.04,Angola,0,1,Angola
2007-08-17,2007-08-17,Truck,5348.0,Zimbabwe,0,1,Zimbabwe
2007-08-22,2007-08-22,Air,3267.0,Tanzania,0,1,Tanzania
2007-08-22,2007-08-22,Air,939.62,Tanzania,0,1,Tanzania
2007-07-30,2007-07-30,Air,3243.0,Tanzania,0,1,Tanzania
2007-07-30,2007-07-30,Air,1388.0,Tanzania,0,1,Tanzania
2007-07-18,2007-07-18,Air,9538.74,Tanzania,0,1,Tanzania
2007-08-24,2007-08-24,Truck,1645.12,Zimbabwe,0,1,Zimbabwe
2007-08-28,2007-08-28,Truck,41772.09,Zimbabwe,0,1,Zimbabwe
2007-08-29,2007-08-29,Air,5663.0,Zambia,0,1,Zambia
2007-09-21,2007-09-21,Air,541.42,Namibia,0,1,Namibia
2007-09-20,2007-09-20,Truck,13788.25,Zimbabwe,0,1,Zimbabwe
2007-12-04,2007-12-04,Air,13606.4,Tanzania,0,1,Tanzania
2007-11-22,2007-11-22,Air,23907.05,Côte d'Ivoire,0,1,Côte d'Ivoire
2007-12-14,2007-12-14,Air,2056.98,Côte d'Ivoire,0,1,Côte d'Ivoire
2007-11-13,2007-11-13,Air,9008.48,Zambia,0,1,Zambia
2007-11-12,2007-11-12,Air,17358.74,Zambia,0,1,Zambia
2007-11-16,2007-11-16,Air,7364.52,Zimbabwe,0,1,Zimbabwe
2007-12-05,2007-12-05,Air,2523.6,Haiti,0,1,Haiti
2007-11-16,2007-11-16,Air,1278.0,Côte d'Ivoire,0,1,Côte d'Ivoire
2008-01-25,2008-01-25,Air,2372.8,Côte d'Ivoire,0,1,Côte d'Ivoire
2007-12-17,2007-12-17,Air,1260.1,Nigeria,0,1,Nigeria
2007-12-10,2007-12-10,Air,24448.0,Haiti,0,1,Haiti
2007-12-20,2007-12-20,Air,8586.0,Ethiopia,0,1,Ethiopia
2008-01-31,2008-01-31,Air,36417.89,Rwanda,0,1,Rwanda
2008-01-28,2008-01-28,Air,8143.19,Rwanda,0,1,Rwanda
2008-01-15,2008-01-15,Air,1729.0,Côte d'Ivoire,0,1,Côte d'Ivoire
2007-12-28,2008-01-15,Air,6146.0,Côte d'Ivoire,18,0,Côte d'Ivoire
2008-02-01,2008-02-01,Air,9187.8,Ethiopia,0,1,Ethiopia
2008-03-11,2008-03-11,Air,1902.9,Uganda,0,1,Uganda
2008-01-29,2008-01-29,Air,17975.21,Ethiopia,0,1,Ethiopia
2008-04-18,2008-04-18,Air,2812.3,Nigeria,0,1,Nigeria
2008-06-18,2008-06-18,Air,1422.32,Haiti,0,1,Haiti
2008-05-14,2008-05-14,Air,2204.0,Nigeria,0,1,Nigeria
2008-05-20,2008-05-20,Air,1110.5,Nigeria,0,1,Nigeria
2008-05-29,2008-05-29,Air,6002.19,Zambia,0,1,Zambia
2008-05-27,2008-05-27,Air,11815.12,Nigeria,0,1,Nigeria
2008-06-11,2008-06-11,Air,45047.32,Zimbabwe,0,1,Zimbabwe
2008-06-17,2008-06-17,Truck,4217.45,Zambia,0,1,Zambia
2008-03-31,2008-03-31,Air,1214.2,Mozambique,0,1,Mozambique
2008-06-27,2008-06-27,Air,9906.63,Nigeria,0,1,Nigeria
2008-04-23,2008-04-23,Air,8381.22,Tanzania,0,1,Tanzania
2008-04-08,2008-04-08,Air,1996.68,Côte d'Ivoire,0,1,Côte d'Ivoire
2008-03-04,2008-03-04,Air,2504.44,Haiti,0,1,Haiti
2008-04-17,2008-04-17,Air,1765.4,Côte d'Ivoire,0,1,Côte d'Ivoire
2008-04-23,2008-04-23,Air,6195.24,Tanzania,0,1,Tanzania
2008-03-12,2008-03-12,Truck,1746.3,Zimbabwe,0,1,Zimbabwe
2008-05-09,2008-05-09,Air,1651.16,Nigeria,0,1,Nigeria
2008-04-17,2008-04-17,Air,1730.41,Namibia,0,1,Namibia
2008-04-08,2008-04-08,Truck,838.83,Kenya,0,1,Kenya
2008-06-03,2008-06-03,Truck,1988.9,Nigeria,0,1,Nigeria
2008-09-09,2008-09-09,Air,7100.67,Haiti,0,1,Haiti
2008-08-07,2008-08-07,Air,8762.02,Haiti,0,1,Haiti
2008-08-18,2008-08-18,Air,9185.15,Nigeria,0,1,Nigeria
2008-08-31,2008-08-31,Air,1151.48,Nigeria,0,1,Nigeria
2008-08-26,2008-08-26,Air,11898.8,Kenya,0,1,Kenya
2008-09-28,2008-09-28,Air,13353.34,Nigeria,0,1,Nigeria
2008-10-10,2008-10-10,Air,11836.61,Haiti,0,1,Haiti
2008-12-01,2008-12-01,Truck,3629.37,Zambia,0,1,Zambia
2008-11-05,2008-11-05,Truck,3754.14,Rwanda,0,1,Rwanda
2009-02-14,2009-02-14,Air,5110.42,Côte d'Ivoire,0,1,Côte d'Ivoire
2009-02-06,2009-02-06,Air,5029.05,Rwanda,0,1,Rwanda
2008-08-22,2008-08-22,Air,7795.0,Sierra Leone,0,1,Sierra Leone
2009-03-02,2009-03-02,Air,1297.57,Côte d'Ivoire,0,1,Côte d'Ivoire
2009-03-24,2009-03-24,Air,6443.63,Nigeria,0,1,Nigeria
2009-03-10,2009-03-10,Air,1432.88,Haiti,0,1,Haiti
2008-07-24,2008-07-24,Air,4099.51,Nigeria,0,1,Nigeria
2008-08-29,2008-08-29,Air,36855.6,Tanzania,0,1,Tanzania
2008-10-30,2008-10-30,Air,18617.93,Nigeria,0,1,Nigeria
2008-11-25,2008-11-25,Truck,11519.94,Zambia,0,1,Zambia
2009-01-05,2009-01-05,Air,19495.73,Côte d'Ivoire,0,1,Côte d'Ivoire
2009-03-05,2009-03-05,Air,1286.0,Côte d'Ivoire,0,1,Côte d'Ivoire
2009-03-19,2009-03-19,Air Charter,11492.86,Nigeria,0,1,Nigeria
2009-03-19,2009-03-19,Air Charter,22985.73,Nigeria,0,1,Nigeria
2009-05-12,2009-05-12,Air,1328.03,Côte d'Ivoire,0,1,Côte d'Ivoire
2009-04-14,2009-04-14,Air,1763.84,Haiti,0,1,Haiti
2009-06-08,2009-06-08,Air,6759.55,Mozambique,0,1,Mozambique
2009-04-30,2009-04-30,Air,2922.53,Nigeria,0,1,Nigeria
2009-06-11,2009-06-11,Air,9936.96,Côte d'Ivoire,0,1,Côte d'Ivoire
2009-05-20,2009-05-20,Air,1943.05,Mozambique,0,1,Mozambique
2009-06-10,2009-06-10,Truck,10069.54,Zambia,0,1,Zambia
2009-06-25,2009-06-25,Air,12448.02,Haiti,0,1,Haiti
2009-07-14,2009-07-14,Air,6111.2,Côte d'Ivoire,0,1,Côte d'Ivoire
2009-08-14,2009-08-14,Air,1670.63,Uganda,0,1,Uganda
2009-07-17,2009-07-17,Air,3017.15,Uganda,0,1,Uganda
2009-09-04,2009-09-04,Truck,2448.71,Zambia,0,1,Zambia
2009-09-04,2009-09-04,Truck,4506.18,Zambia,0,1,Zambia
2009-08-04,2009-08-04,Air Charter,7445.8,Nigeria,0,1,Nigeria
2009-08-04,2009-08-04,Air Charter,7445.8,Nigeria,0,1,Nigeria
2009-07-31,2009-07-31,Air,6811.4,Haiti,0,1,Haiti
2009-09-17,2009-09-17,Truck,1799.88,Mozambique,0,1,Mozambique
2009-09-09,2009-09-09,Air,15250.99,Uganda,0,1,Uganda
2009-09-22,2009-09-22,Truck,6759.28,Zambia,0,1,Zambia
2009-09-14,2009-09-14,Air,2590.35,Uganda,0,1,Uganda
2009-10-20,2009-10-20,Air Charter,9341.49,Nigeria,0,1,Nigeria
2009-10-13,2009-10-13,Truck,4997.46,Zambia,0,1,Zambia
2009-10-06,2009-10-06,Air,4311.22,Ethiopia,0,1,Ethiopia
2009-10-29,2009-10-29,Air,667.17,Uganda,0,1,Uganda
2009-10-29,2009-10-29,Air,747.17,Uganda,0,1,Uganda
2009-12-08,2009-12-08,Air,7573.92,Ethiopia,0,1,Ethiopia
2010-01-13,2010-01-13,Air,6774.59,Ethiopia,0,1,Ethiopia
2007-07-06,2007-07-06,Air,2297.0,Tanzania,0,1,Tanzania
2007-07-04,2007-07-04,Air,439.17,Mozambique,0,1,Mozambique
2007-07-11,2007-07-11,Air,630.23,Mozambique,0,1,Mozambique
2007-08-21,2007-08-21,Air,4200.78,Côte d'Ivoire,0,1,Côte d'Ivoire
2007-08-06,2007-08-06,Air,1161.0,Rwanda,0,1,Rwanda
2007-08-06,2007-08-06,Air,1604.96,Rwanda,0,1,Rwanda
2007-07-13,2007-07-13,Air,1547.0,Tanzania,0,1,Tanzania
2007-08-29,2007-08-29,Air,7533.0,Tanzania,0,1,Tanzania
2007-10-16,2007-10-16,Air,7670.04,Rwanda,0,1,Rwanda
2007-09-14,2007-09-14,Air,4436.76,Rwanda,0,1,Rwanda
2007-11-30,2007-11-30,Air,10698.63,Mozambique,0,1,Mozambique
2007-11-07,2007-11-07,Air,4807.0,Guyana,0,1,Guyana
2007-11-30,2007-11-30,Air,1100.4,Namibia,0,1,Namibia
2007-12-20,2007-12-20,Air,892.0,Ethiopia,0,1,Ethiopia
2007-12-20,2007-12-20,Air,1318.0,Ethiopia,0,1,Ethiopia
2007-12-07,2007-12-07,Truck,1671.84,Zimbabwe,0,1,Zimbabwe
2008-02-14,2008-02-14,Air,3303.52,Zambia,0,1,Zambia
2008-02-13,2008-02-13,Air,3016.95,Namibia,0,1,Namibia
2008-02-27,2008-02-01,Truck,261.86,Kenya,-26,1,Kenya
2008-07-16,2008-07-16,Air,1651.0,Haiti,0,1,Haiti
2008-02-14,2008-02-14,Air,2722.38,Nigeria,0,1,Nigeria
2008-06-02,2008-06-02,Air,675.0,Uganda,0,1,Uganda
2008-08-04,2008-08-04,Air,3182.52,Uganda,0,1,Uganda
2008-08-01,2008-08-01,Air,11572.0,Haiti,0,1,Haiti
2008-08-03,2008-08-03,Air,10575.63,Nigeria,0,1,Nigeria
2008-07-22,2008-07-22,Air,15923.41,Uganda,0,1,Uganda
2008-03-19,2008-03-19,Air,1286.7,Namibia,0,1,Namibia
2008-03-28,2008-03-28,Air,20395.6,Tanzania,0,1,Tanzania
2008-03-25,2008-03-25,Truck,1220.73,Botswana,0,1,Botswana
2008-03-31,2008-03-31,Truck,405.97,Kenya,0,1,Kenya
2008-03-11,2008-03-11,Air,6148.1,Namibia,0,1,Namibia
2009-03-31,2009-03-31,Air,1608.72,Haiti,0,1,Haiti
2009-01-05,2009-01-05,Air,23382.04,Côte d'Ivoire,0,1,Côte d'Ivoire
2009-02-10,2009-02-10,Air,21821.95,Côte d'Ivoire,0,1,Côte d'Ivoire
2009-01-19,2009-01-19,Air,5048.32,Côte d'Ivoire,0,1,Côte d'Ivoire
2009-03-03,2009-03-03,Air,1742.25,Uganda,0,1,Uganda
2008-08-18,2008-08-18,Air,1020.98,Nigeria,0,1,Nigeria
2008-08-27,2008-08-27,Air,3540.35,Zambia,0,1,Zambia
2008-09-28,2008-09-28,Air,11584.54,Nigeria,0,1,Nigeria
2008-08-20,2008-08-20,Truck,813.75,Zambia,0,1,Zambia
2008-08-20,2008-08-20,Truck,3558.49,Zambia,0,1,Zambia
2008-09-10,2008-09-10,Air,900.0,Nigeria,0,1,Nigeria
2009-02-03,2009-02-03,Air,9189.57,Ethiopia,0,1,Ethiopia
2009-03-09,2009-03-09,Truck,1169.9,Tanzania,0,1,Tanzania
2009-02-27,2009-02-27,Air,5463.97,Côte d'Ivoire,0,1,Côte d'Ivoire
2008-08-08,2008-08-08,Truck,167.44,Kenya,0,1,Kenya
2009-02-16,2009-01-19,Air,7363.74,Nigeria,-28,1,Nigeria
2009-02-16,2009-02-16,Truck,14036.31,Zambia,0,1,Zambia
2008-07-24,2008-07-24,Air,1960.81,Nigeria,0,1,Nigeria
2009-05-08,2009-05-08,Air Charter,15128.37,Nigeria,0,1,Nigeria
2009-01-06,2009-01-06,Air,8252.73,Uganda,0,1,Uganda
2009-03-04,2009-03-04,Air,14144.68,Ethiopia,0,1,Ethiopia
2009-02-16,2009-02-16,Air,3680.33,Nigeria,0,1,Nigeria
2009-03-24,2009-03-24,Air,6443.61,Nigeria,0,1,Nigeria
2009-03-19,2009-03-19,Air Charter,11492.86,Nigeria,0,1,Nigeria
2009-02-18,2009-02-18,Air,1719.65,Ethiopia,0,1,Ethiopia
2009-05-08,2009-05-08,Air Charter,15128.37,Nigeria,0,1,Nigeria
2009-05-15,2009-05-15,Air,1217.37,Mozambique,0,1,Mozambique
2009-05-12,2009-05-12,Air,2698.04,Zimbabwe,0,1,Zimbabwe
2009-05-08,2009-05-08,Air Charter,15128.47,Nigeria,0,1,Nigeria
2009-05-22,2009-05-22,Air,7584.12,Haiti,0,1,Haiti
2009-05-22,2009-05-22,Air,526.41,Uganda,0,1,Uganda
2009-06-05,2009-06-05,Air,1012.18,Nigeria,0,1,Nigeria
2009-06-18,2009-06-18,Air,7789.85,Haiti,0,1,Haiti
2009-06-16,2009-06-16,Air Charter,7329.83,Nigeria,0,1,Nigeria
2009-06-29,2009-06-29,Air,14569.14,Uganda,0,1,Uganda
2009-06-16,2009-06-16,Air Charter,7329.83,Nigeria,0,1,Nigeria
2009-09-29,2009-09-29,Truck,6759.28,Zambia,0,1,Zambia
2009-08-04,2009-08-04,Air Charter,7445.8,Nigeria,0,1,Nigeria
2009-08-04,2009-08-04,Air Charter,7445.8,Nigeria,0,1,Nigeria
2009-08-11,2009-08-11,Air Charter,1854.88,Côte d'Ivoire,0,1,Côte d'Ivoire
2009-09-17,2009-09-17,Truck,1799.88,Mozambique,0,1,Mozambique
2009-07-31,2009-07-31,Air,4257.01,Rwanda,0,1,Rwanda
2009-08-28,2009-08-28,Air,38957.51,Uganda,0,1,Uganda
2009-09-22,2009-09-22,Truck,6759.28,Zambia,0,1,Zambia
2009-09-22,2009-09-22,Truck,6759.28,Zambia,0,1,Zambia
2009-09-21,2009-09-21,Air,1713.01,Côte d'Ivoire,0,1,Côte d'Ivoire
2009-09-25,2009-09-25,Truck,2233.61,Tanzania,0,1,Tanzania
2009-10-02,2009-10-02,Truck,13518.56,Zambia,0,1,Zambia
2009-10-20,2009-10-20,Air Charter,30983.24,Nigeria,0,1,Nigeria
2009-10-20,2009-10-20,Air Charter,9341.49,Nigeria,0,1,Nigeria
2009-08-25,2009-10-07,Air,1234.9,Côte d'Ivoire,43,0,Côte d'Ivoire
2009-09-29,2009-09-29,Air,1489.4,Ethiopia,0,1,Ethiopia
2009-10-23,2009-10-23,Air,5097.09,Zambia,0,1,Zambia
2009-11-23,2009-11-23,Air,396.08,Uganda,0,1,Uganda
2009-12-02,2009-12-02,Air,1366.22,Ethiopia,0,1,Ethiopia
2007-06-01,2007-06-01,Air,478.51,Mozambique,0,1,Mozambique
2007-06-15,2007-06-15,Air,650.12,Zambia,0,1,Zambia
2007-06-05,2007-06-05,Air,2520.47,Rwanda,0,1,Rwanda
2007-06-15,2007-06-15,Air,1432.0,Côte d'Ivoire,0,1,Côte d'Ivoire
2007-07-30,2007-07-30,Air,3291.0,Tanzania,0,1,Tanzania
2007-09-21,2007-09-21,Air,3818.4,Mozambique,0,1,Mozambique
2007-10-05,2007-10-05,Truck,3085.84,Zimbabwe,0,1,Zimbabwe
2008-04-10,2008-04-10,Air,7836.6,Zambia,0,1,Zambia
2007-12-18,2007-12-18,Air,4147.9,Côte d'Ivoire,0,1,Côte d'Ivoire
2007-12-06,2007-12-06,Air,9736.5,Zambia,0,1,Zambia
2007-12-31,2007-12-31,Air,32483.5,Haiti,0,1,Haiti
2007-12-19,2007-12-19,Truck,24405.0,Zambia,0,1,Zambia
2007-12-20,2007-12-25,Air,8332.0,Ethiopia,5,0,Ethiopia
2008-01-16,2008-01-24,Air,3228.0,Nigeria,8,0,Nigeria
2008-01-25,2008-01-25,Air,2206.0,Côte d'Ivoire,0,1,Côte d'Ivoire
2008-01-31,2008-01-31,Air,20222.4,Ethiopia,0,1,Ethiopia
2008-02-04,2008-02-04,Air,4485.25,Ethiopia,0,1,Ethiopia
2008-02-05,2008-02-19,Air,6778.91,Côte d'Ivoire,14,0,Côte d'Ivoire
2008-03-06,2008-02-19,Air,8321.29,Côte d'Ivoire,-16,1,Côte d'Ivoire
2008-07-01,2008-07-01,Air,12781.58,Zimbabwe,0,1,Zimbabwe
2008-04-11,2008-04-11,Air,933.09,Haiti,0,1,Haiti
2008-07-30,2008-07-30,Truck,2705.71,Zimbabwe,0,1,Zimbabwe
2008-03-19,2008-03-19,Air,1328.2,Haiti,0,1,Haiti
2008-06-30,2008-06-30,Truck,9330.0,Tanzania,0,1,Tanzania
2008-04-03,2008-04-03,Air,2891.6,Zambia,0,1,Zambia
2008-09-16,2008-09-16,Air,80239.66,Tanzania,0,1,Tanzania
2008-06-05,2008-06-05,Air,3316.9,Mozambique,0,1,Mozambique
2008-05-19,2008-05-19,Air,935.8,Uganda,0,1,Uganda
2008-06-30,2008-06-30,Truck,8831.92,Tanzania,0,1,Tanzania
2008-04-21,2008-04-21,Air,1850.7,Ethiopia,0,1,Ethiopia
2008-04-21,2008-04-21,Air,2599.0,Haiti,0,1,Haiti
2008-06-30,2008-06-30,Air,1108.08,Tanzania,0,1,Tanzania
2008-07-23,2008-07-23,Truck,2196.18,Zambia,0,1,Zambia
2008-02-27,2008-02-27,Air,3428.5,Côte d'Ivoire,0,1,Côte d'Ivoire
2008-06-02,2008-06-02,Air,1355.06,Haiti,0,1,Haiti
2008-05-20,2008-05-20,Air,400.75,Pakistan,0,1,Pakistan
2008-07-01,2008-07-01,Air,22965.4,Tanzania,0,1,Tanzania
2008-07-10,2008-07-10,Air,578.24,Uganda,0,1,Uganda
2008-11-27,2008-11-27,Air,2765.64,Mozambique,0,1,Mozambique
2008-12-01,2008-12-01,Truck,3629.37,Zambia,0,1,Zambia
2008-11-14,2008-11-14,Air,5110.76,Zambia,0,1,Zambia
2008-11-20,2008-11-20,Air,857.17,Nigeria,0,1,Nigeria
2008-07-28,2008-07-28,Air,7463.74,Nigeria,0,1,Nigeria
2008-10-06,2008-10-06,Truck,4579.42,Zambia,0,1,Zambia
2008-10-31,2008-10-31,Truck,157.5,Kenya,0,1,Kenya
2008-07-31,2008-07-31,Air,10665.71,Nigeria,0,1,Nigeria
2009-02-02,2009-02-02,Ocean,1240.0,Uganda,0,1,Uganda
2009-03-02,2009-03-02,Air,5574.06,Côte d'Ivoire,0,1,Côte d'Ivoire
2009-03-03,2009-03-03,Air,1002.2,Uganda,0,1,Uganda
2009-03-19,2009-03-19,Air,966.37,Uganda,0,1,Uganda
2009-02-26,2009-02-26,Air,6315.3,Nigeria,0,1,Nigeria
2009-03-18,2009-03-18,Air,7293.9,Côte d'Ivoire,0,1,Côte d'Ivoire
2009-01-19,2009-01-19,Air,13538.35,Nigeria,0,1,Nigeria
2009-05-26,2009-05-26,Air,11180.32,Côte d'Ivoire,0,1,Côte d'Ivoire
2009-03-19,2009-03-19,Air Charter,11492.86,Nigeria,0,1,Nigeria
2008-11-07,2008-11-07,Truck,2938.92,Zambia,0,1,Zambia
2009-06-19,2009-06-19,Air,5432.93,Côte d'Ivoire,0,1,Côte d'Ivoire
2009-04-27,2009-04-27,Truck,13853.29,Zambia,0,1,Zambia
2009-06-16,2009-06-16,Air,15990.35,Mozambique,0,1,Mozambique
2009-05-08,2009-05-08,Air Charter,15128.37,Nigeria,0,1,Nigeria
2009-04-24,2009-04-24,Air,1381.64,Uganda,0,1,Uganda
2009-04-29,2009-04-29,Air,16864.58,Nigeria,0,1,Nigeria
2009-05-08,2009-05-08,Air Charter,15128.37,Nigeria,0,1,Nigeria
2009-05-08,2009-05-08,Air Charter,15128.37,Nigeria,0,1,Nigeria
2009-05-22,2009-05-22,Air,988.24,Haiti,0,1,Haiti
2009-05-20,2009-05-20,Air,4881.06,Côte d'Ivoire,0,1,Côte d'Ivoire
2009-04-30,2009-04-30,Ocean,17096.24,Nigeria,0,1,Nigeria
2009-06-16,2009-06-16,Air Charter,7329.83,Nigeria,0,1,Nigeria
2009-06-15,2009-06-15,Air,2317.2,Namibia,0,1,Namibia
2009-06-24,2009-06-24,Air,1848.59,Uganda,0,1,Uganda
2009-06-26,2009-06-26,Air,1359.4,Uganda,0,1,Uganda
2009-07-02,2009-07-02,Truck,16702.26,Zambia,0,1,Zambia
2009-07-02,2009-07-02,Air,2951.12,Zambia,0,1,Zambia
2009-06-30,2009-06-30,Air,1660.07,Côte d'Ivoire,0,1,Côte d'Ivoire
2009-06-24,2009-06-24,Air,26714.63,Haiti,0,1,Haiti
2009-09-04,2009-09-04,Truck,2448.71,Zambia,0,1,Zambia
2009-08-04,2009-08-04,Air Charter,7445.8,Nigeria,0,1,Nigeria
2009-08-04,2009-08-04,Air Charter,7445.8,Nigeria,0,1,Nigeria
2009-09-15,2009-09-15,Truck,8281.69,Zambia,0,1,Zambia
2009-08-10,2009-08-10,Air,1534.1,Uganda,0,1,Uganda
2009-10-07,2009-10-07,Truck,1588.05,Mozambique,0,1,Mozambique
2009-09-22,2009-09-22,Truck,6759.28,Zambia,0,1,Zambia
2009-09-25,2009-09-25,Truck,2233.61,Tanzania,0,1,Tanzania
2009-08-27,2009-08-27,Air,2400.25,Mozambique,0,1,Mozambique
2009-10-20,2009-10-20,Air Charter,9341.49,Nigeria,0,1,Nigeria
2009-10-26,2009-10-26,Truck,2217.5,Tanzania,0,1,Tanzania
2009-10-13,2009-10-13,Air,32104.3,Haiti,0,1,Haiti
2009-11-13,2009-11-13,Air,1074.8,Mozambique,0,1,Mozambique
2010-01-06,2010-01-06,Air,955.36,Mozambique,0,1,Mozambique
2007-03-29,2007-03-29,Air,2123.04,Mozambique,0,1,Mozambique
2007-05-04,2007-05-04,Air,679.6,Mozambique,0,1,Mozambique
2007-04-19,2007-04-19,Air,20896.5,Rwanda,0,1,Rwanda
2007-04-13,2007-04-13,Air,1004.6,Tanzania,0,1,Tanzania
2007-05-04,2007-05-04,Air,1824.11,Mozambique,0,1,Mozambique
2007-06-20,2007-06-20,Air,20299.0,Mozambique,0,1,Mozambique
2007-07-13,2007-07-13,Air,4458.0,Tanzania,0,1,Tanzania
2007-07-26,2007-07-26,Air,661.06,Rwanda,0,1,Rwanda
2007-08-02,2007-08-02,Air,4465.1,Rwanda,0,1,Rwanda
2007-09-18,2007-09-18,Truck,1106.0,Zimbabwe,0,1,Zimbabwe
2007-12-18,2007-12-18,Air,1603.44,Côte d'Ivoire,0,1,Côte d'Ivoire
2008-02-08,2008-02-08,Air,740.16,Mozambique,0,1,Mozambique
2007-12-14,2007-12-14,Air,13325.0,Côte d'Ivoire,0,1,Côte d'Ivoire
2008-01-09,2008-01-09,Air,3147.0,Nigeria,0,1,Nigeria
2007-12-20,2007-12-20,Air,6483.0,Ethiopia,0,1,Ethiopia
2007-12-20,2008-01-09,Air,11273.0,Ethiopia,20,0,Ethiopia
2008-02-15,2008-02-15,Air,3609.2,Uganda,0,1,Uganda
2008-02-01,2008-02-01,Air,1704.79,Côte d'Ivoire,0,1,Côte d'Ivoire
2008-07-04,2008-07-04,Air,17289.0,Haiti,0,1,Haiti
2008-05-14,2008-05-14,Air,1514.68,Côte d'Ivoire,0,1,Côte d'Ivoire
2008-07-18,2008-07-18,Truck,2107.14,Mozambique,0,1,Mozambique
2008-08-21,2008-08-21,Air,24594.29,Tanzania,0,1,Tanzania
2008-05-29,2008-05-29,Air,9711.2,Haiti,0,1,Haiti
2008-08-20,2008-08-20,Air,7805.33,Cameroon,0,1,Cameroon
2008-06-19,2008-06-19,Air,30610.2,Zambia,0,1,Zambia
2008-06-30,2008-06-30,Air,213.75,Nigeria,0,1,Nigeria
2008-03-07,2008-03-07,Truck,1593.48,Zimbabwe,0,1,Zimbabwe
2008-04-21,2008-04-21,Air,1074.95,Mozambique,0,1,Mozambique
2008-04-17,2008-04-17,Air,740.34,Uganda,0,1,Uganda
2008-02-01,2008-03-06,Air,9742.0,Ethiopia,34,0,Ethiopia
2008-08-21,2008-08-21,Air,1282.6,Uganda,0,1,Uganda
2008-11-07,2008-11-07,Truck,2938.92,Zambia,0,1,Zambia
2008-11-07,2008-11-07,Truck,2938.92,Zambia,0,1,Zambia
2008-10-16,2008-10-16,Truck,1250.0,Kenya,0,1,Kenya
2008-08-22,2008-08-22,Truck,1700.32,Tanzania,0,1,Tanzania
2008-08-11,2008-08-11,Air,3022.74,Haiti,0,1,Haiti
2008-11-20,2008-11-20,Air,1266.05,Nigeria,0,1,Nigeria
2008-09-16,2008-09-16,Air,1102.98,Nigeria,0,1,Nigeria
2008-09-26,2008-09-26,Air,1058.0,Nigeria,0,1,Nigeria
2008-09-25,2008-09-25,Truck,1250.0,Kenya,0,1,Kenya
2008-09-16,2008-09-16,Truck,505.0,Ethiopia,0,1,Ethiopia
2008-12-19,2008-12-19,Air,4983.22,Ethiopia,0,1,Ethiopia
2009-02-19,2009-02-19,Air,9995.55,Uganda,0,1,Uganda
2008-09-23,2008-09-23,Air,6269.7,Zambia,0,1,Zambia
2008-08-24,2008-08-24,Air,7641.1,Nigeria,0,1,Nigeria
2008-08-22,2008-08-22,Air,5367.09,Tanzania,0,1,Tanzania
2008-12-17,2008-12-17,Air,4608.92,Nigeria,0,1,Nigeria
2009-03-19,2009-03-19,Air Charter,11492.86,Nigeria,0,1,Nigeria
2009-04-29,2009-04-29,Air,7608.7,Côte d'Ivoire,0,1,Côte d'Ivoire
2008-10-31,2008-10-31,Truck,2947.59,Zimbabwe,0,1,Zimbabwe
2008-08-20,2008-08-20,Truck,3616.67,Kenya,0,1,Kenya
2009-06-03,2009-06-03,Truck,10211.52,Mozambique,0,1,Mozambique
2009-04-30,2009-04-30,Air,1547.94,Nigeria,0,1,Nigeria
2009-04-30,2009-04-30,Air,1981.1,Nigeria,0,1,Nigeria
2009-05-08,2009-05-08,Air Charter,15128.37,Nigeria,0,1,Nigeria
2009-06-01,2009-06-01,Air,2798.7,Uganda,0,1,Uganda
2009-06-16,2009-06-16,Air Charter,7329.83,Nigeria,0,1,Nigeria
2009-06-16,2009-06-16,Air Charter,7329.83,Nigeria,0,1,Nigeria
2009-08-20,2009-08-20,Air,2342.92,Mozambique,0,1,Mozambique
